b1	b2	bw1	bw2	e1	e2	ew1	ew2	first1	first2	gid1	gid2	id1	id2	len1	len2	matches	s1	s2	score	seq1	seq2	tok1	tok2	uid1	uid2	ch_match	align_len	matches_percent	w_match	series_b1	series_b2
1	1032	0	187	552	1613	109	300	false	true	3997935449618325707	3127110245272101888	GVDB20200108-ara1.mARkdown.ms12	Kraken210622021802-ara1.inProgress.ms209	1542	1613	457	الاف سنة وهي مثل السبعة ايام التي تبرز فيها النفس الكلية لمحاسبة النفوس الجزءية وعرضها---------------------------- كما قال الله عز وجل اوجء بالنبيين والشهداء وف--ي بينهم بالحق وهم لا يظلمون و--يت كل نفس ما عملت وهو اعلم بما يفعلونه وقال الله سبحانه وتعالي ولا -ظلم نفس شيءا وان كان مثقال حبة من- خردل ات-نا بها وكفي بنا حاسبين وروي عن النبي عم انه قال عمر الدنيا سبعة الاف سنة بعشت في اخرها الف سنة وقال لا نبي بعدي وقال في- اخر حياة هذه الامة تقوم القيامة الفصل العاشر ا-------------------------------------------علم ايها الاخ ايدك الله وايانا بروح منه ان هذا الفصل عظيم وقدره كبير و----لم تكن الحكماء ولا الاقدمون من العلماء--- يطلقون	الاف سنة وهي مثل سب--عة ايام----- تبرز----- النفس الكلية لمحاسبة النفوس الحزثية وعرضها عليها لتجازيها بالخير وغيره كما قال الله تعالي --وجء بالنبيين والشهداء و قضي بينهم بالحق وهم لا يظلمون ووفيت كل نف- ------------------ما --عميلت وقال الله --------تعالي فلا تظلم نفس شيءا وان كان مشقال حبة منء خردل اتينا بها وكفي بنا حاسبين وروي عن النبي ص- انه قال عمر الدنيا سبعة الاف سنة بعثت في اخره- الفا و---قال لا نبي بعدي وقال علي اخر----- هذه الامة تقوم القيامة --فصل في بيان بروز النفس الكلية لمحاسبة النفوس الجزءية واعلم ايها الاخ ايدك الله وايانا بروح منه ان هذا الفصل عظيم -قدره شريف ذكره لم تكد الحكماء ولا الاقدمون من العلماء ان يطلقوا	754.0	12	209	300	300	-907693887639940973	-8391288936175723037	361	637	71.74254608154297	69	GVDB20200108-ara1.mARkdown	Kraken210622021802-ara1.inProgress
552	1	109	0	1542	996	300	193	false	true	3997935449618325707	3127110245272101888	GVDB20200108-ara1.mARkdown.ms12	Kraken210622021802-ara1.inProgress.ms210	1542	1579	890	القول فيه او- الكلام عليه فيها وضعوه من الكتب الا رمزا خفية وكانوا يناولونه -من وثقوا به من تلامذتهم واولادهم مناولة ويودعونه عندهم بالمشافهة مخافة ان يظفر فيه اهل الزيغ والخلاف وانما نريد ان نبين منه في هذه الرسالة بقدر ما يمكن وما لا يخرج عما اعتمد عليه القوم----- واشاروا في كتبهم اليه لكننا نريد------- البيان والتوضيح في البرهان كما قد تقدم من الشرط لهذه الرسالة جامعة الجامعة وان- نجمع فيها من الاغراض ما يليق باسمها الفاضل ومحلها الكامل لتكون مغنية لمن وصل- اليها بما فيها عما سواها اذا فهم معانيها وبان له ما فيها وانت ايدك الله------- بروح منه تجد السبيل الي ما -----لقيناه اليك -ما خصك الله م---ن البصيرة في الدين وحسن الظن بالله------- واليقين والله يهدي من يشاء الي صراط مستقیم الفصل الحادي عشر اعلم ايها الاخ ايدك الله وايانا بروح منه ان معني قول الله عز وجل واذا اخذ رب-ك من بني ادم م-ن ظهورهم--- يتهم- واشهدهم علي انفسهم الست بربكم قالوا بلي شهدنا ان تقولوا يوم القيامة انا كنا عن هذا غافلين وهذا الخطاب كان يوم---- الميثاق وهو يوم العرض الاول وهو ----------يوم بمعني التشبيه والمثال كيوم من ايام الدنيا وليس هو كذلك في الحقيقة ولكنه	القول فيه ولا الكلام عليه فيما وضعوه من الكتب الا رمزا خفيا وكانوا يناولونه لمن وثقوا به من تلاميذهم واولادهم مناولة ويودعونه عندهم بالمشافهة مخافة ان يظفر ب-ه اهل الزيغ والحلاف وانما نريد ان نبين منه في هذا المكان- بقدر ما يمكن ولا يح---رج عما اعتمد----- القوم عليه واشاروا في كتبهم اليه لك-نا نزيد في هذا البيان ونوضح ----ي البرهان لما--- تقدم من الشرط لهذه الرسال--------------ة وانا نجمع فيها من الاغراض ما يليق باسمها الفاضل ومحلها الكامل لتكون مغنية لمن وصلت اليه -بما فيها عما سواها اذا فهم معانيها وبان له ما فيها وانت ايدك الله وايانا بروح منه تجد السبيل الي فهم ما القينا- اليك بما خصك الله به من البصيرة في الدين وحسن الظن بالله والنية واليقين والله يهدي من يشاء الي صراط مستقيم --فصل----------- اعلم --يا ا-خي ايدك الله وايانا يروح منه ان معني قول الله تعالي واذ --اخذ ربتك من بني ادم مين ظهورهمء ذريتهمء واشهدهم علي انفسهم الست بربكم قالوا بلي شهدنا ان تقولوا و-م القيامة انا كنا عن هذا غافلين وهذا الخطاب كان يوم اخذ الميثاق وهو يوم العرض الاول وهذا اليوم هو يوم بمع-ي التشبيه والمثال كيوم من ايام الدنيا وليس هو كذلك في الحقيقة ولكنه	1564.5	12	210	300	300	-907693887639940973	4981110828048445298	714	1049	84.84270477294922	143	GVDB20200108-ara1.mARkdown	Kraken210622021802-ara1.inProgress
1	996	0	193	569	1579	104	300	false	true	3997935449618325707	3127110245272101888	GVDB20200108-ara1.mARkdown.ms13	Kraken210622021802-ara1.inProgress.ms210	1667	1579	527	يوم يخرج بصفته عن حد حركة الزمان ويكون داخلا تحت حركة النفس الكلية ولما كان الزمان يقوم حركة الفلك كانت ايامه معروفة بطلوع الشمس وغروبها وهو مثل اوامر تكليفية ونواة- شرعية وعبارات ناموسية وليس ذلك موجودة في ايام حركة النفس الكلية اذ ان الشمس في ذلك الوقت غير موجودة ولا حاجة اليها كما قال الله عز وجل ولا يرون ف-يها شمسا ولا زمهریرا واذا ارتفع وجود الشمس ارتفع وجود الزمان ويفصل- الليل من النهار ومدة الايام والشهور والسنين و-صار العالم كله نورة كلية-------------- لا جزءية لاشراق النفس الكلية وظهورها كظهور الشمس في عال------------م الكون والفساد ف-كذلك يكون بروز النفس الكلية ونجليها بامر الله عز	يوم تحرج صفاته عن حد حركة الزمان ويكون داخلا -في حركة النفس الكلية ولما كان الزمان مبدا حركة الفلك كانت ايامه معروفة بطلوع الشمس وغروبها وهو مثل اوامر تكليفية ونواهي شرعية وعبادات ناموسية وليس ذلك موجودا في ايام حركة النفس الكلية--- اذ الشمس في ذلك الوقت غير موجودة ولا حاجة اليها كما قال الله عز وجل -----رون فييها شمسا ولا زمهريرا واذا ارتفع وجود الشمس ارتفع وجود الزمان وتفصيل الليل و--النهار وعدة الايام والشهور والسنين و صار العالم---- نورا كله وضياء كله كسلي لا جزءي- لاشراق النفس الكلية وظهورها كظهور الشمس في عالم الدنيا عالم الكون والفساد و كذلك يكون بروز النفس الكلية وتجليها بامر الله عز	963.5	13	210	300	300	-5151046838193286214	4981110828048445298	427	599	87.97996520996094	80	GVDB20200108-ara1.mARkdown	Kraken210622021802-ara1.inProgress
569	1	104	0	1667	1171	300	209	false	true	3997935449618325707	3127110245272101888	GVDB20200108-ara1.mARkdown.ms13	Kraken210622021802-ara1.inProgress.ms211	1667	1662	998	وجل--- يوم القيامة كتجلي الشمس للعالم في ایام الدنيا -كما ان حياة العالم باسره وسعادتهم وهلاكهم وعذابهم في الدنيا بالشمس لان من ادام الكون فيها احرقت جسمه ونشفت دمه و كان بها صلاح الاشياء ايضا كذلك النفس- الكلية في يوم القيامة فهي --متولية -حساب الانفس الجزءية وبها يكون النعيم لاهل الجنان والعذاب لاهل النيران فهذه كيفية معرفة ومحاسبة النفس الكلية للانفس الجزءية بالوجيز من القول والمختصر من الكلام وبالتلويح والاشارة والي هذا------ اشار سبحانه وتعالي----- بقوله يوم يجمع الله الول --يقول ماذا اجبتم قالوا لا علم لنا وقال تعالي و كم لبثتم في الارض عدد سنين قالوا لبثنا يوما ب----عض يوم الفصل الثاني عشر---------------------------------------------------------------------- اعلم ايها الاخ ايدك الله وايانا بروح منه ان كثيرا من الناس اذا سمعوا بذكر الوزن يوم القيامة وحضور الموازين يظنون ان الاعمال تصير في ذلك اليوم شيءا فتجتمع------ اجسامة وتحصل في الميزان وما-- بين يديها مما ي---وزن ------بها ورما زادت ور-ما نقصت وان السيءات ربما زادت علي الحسنات وان الحسنات ربما زادت علي السيءات وما-شاكل ذلات كما يشاهدون في امور الدنيا من وزن الذهب والفضة والامتعة من الماكل والمشارب وغير ذلك مما ت-تخيله الصبيان والنساء ومن لا عقول لهم من الرجال مثل الهبلة والمجانين والمتخلفين عن اتباع الرسل والاءمة -العارفين والمستبصرين	وجل في يوم القيامة كتجلي الشمس للعالم في ايام الدنيا وكما ان حياة العالم------ وسعادتهم وهلاكهم وعذابهم في الدنيا بالشمس لان من را-م الكون فيه- احرقت جسمه ونشفت دمه و-----بها صلاح الاشياء----- كذلك النفسب الكلية في يوم القيامة -هي المتولية لحساب الانفس الجزءية وبها يكون النعيم لاهل الجنان والعذاب لاهل النيران وهذه كيفية -------محاسبة النفس الكلية للنفوس الخزءية بالوجيز من القول والمختصر من الكلام -بالتلويح والاشارة والي هذا اليوم اشار سبحانه وتعالي ذكره بقوله يوم يجمع الله الرسل فيقول ماذا اجب-م قالوا لا علم لنا وقال تعالي-- كم لبث-م في الارض عدد سنين قالوا لبثنا -وما او بععض يوم فاسال العادين وهذا اخبار عما يكون في ذلك اليوم فصل في معرفة كيفية وزن الحسنات والسيءات اعلم يا اخي--- ايدك الله وايانا بروح منه ان كثيرا من الناس اذا سمع-- بذكر الوزن يوم القيامة وحضور الموازين يظ--ن ان الاعمال تصير في ذلك اليوم اشياء تجتمع فتصير اجساما وتحصل في الميزان وتجعل بين يديها مثاقيل توزن بها وانها ربما زادت وربما نقصت وان السيءات ربما زادت علي الحسنات وان الحسنات ربما زادت علي السيءات وما شاكل ذلك -كما يشاهدون من امور الدنيا ووز--ن الذهب والفضة والامتعة من الماكل والمشارب وغير ذلك وهذا يتخيله الصبيان والنساء ومن لا عقول لهم من الرجال مثل البله -والمجانين والمتخلفين عن اتباع الرسل والاءمة والعارفين -المستبصرين	1749.5	13	211	300	300	-5151046838193286214	2079735683208593623	817	1214	82.20758056640625	142	GVDB20200108-ara1.mARkdown	Kraken210622021802-ara1.inProgress
1	1171	0	209	504	1662	93	300	false	true	3997935449618325707	3127110245272101888	GVDB20200108-ara1.mARkdown.ms14	Kraken210622021802-ara1.inProgress.ms211	1659	1662	454	وهم كالانعام بل هم اضل سبيلا كما اخبر سبحانه عنهم وهو اصدق القاءلين فاما اهل العلم والحكمة الذين وقفوا علي اسرار كتب الانبياء الصادقین والحكماء الراشدين فيعلمون ان الموازين المنصوبة -يوم القيامة التي توزن بها الاعمال اي اعمال العباد من --خير و--شر ان-ما هي صور- نفسانية صافية شفافة تتراءي فيها الاعمال لاصحابها فينظر فيها العامل -----الي عمله فاذا كان خيرا فخيرة وان كان شرا فشرة وهي الكتب التي اذا قراها من اوتيها من وراء ظهره -قال يالي--تني لم اوت كتابية ولم اثر ما حسابي-ة با ليتها كانت القاضية ا--ي يا ليتها كانت اخر	فهم كالانعام بل هم اضل سبيلا كما اخبر الله------- وهو اصدق القاءلين فاما اهل العلم والحكمة الذين وقفوا علي اسرار كتب الانبياء الصادقين والحكماء الراشدين فيعلمون ان الموازين المنصوبة ليوم القيامة ال-ي توزن بها----------- اعمال العباد من الخير والشر انتما هي صورة نفسانية صافية شفافة -تراءي فيها الاعمال لاصحابها فينظر----- العاقل فيها الي عمله ان --كان خيرا فخير- وان كان شرا قشر- وهي الكتب ال-ي اذا قراها من اوتيها من وراء ظهره وقال يا ليعتني لم اوت كتابيه ولم ادر ما حسابيهء يا ليتها كانت القاضيه يعني يا ليتها كانت اخر	785.0	14	211	300	300	-4941899383189703350	2079735683208593623	366	521	87.1401138305664	64	GVDB20200108-ara1.mARkdown	Kraken210622021802-ara1.inProgress
504	1	93	0	1659	1191	300	211	false	true	3997935449618325707	3127110245272101888	GVDB20200108-ara1.mARkdown.ms14	Kraken210622021802-ara1.inProgress.ms212	1659	1675	1058	الوجود حتي لا يكون له بعد ذلك وجود يصل به الي- العذاب الاليم والهوان المقيم فاما من- اوتي كتابه بيمينه فسوف يحاسب حسابا يسيرة وينقل-ب الي اهله مسرورة یعنی -انقلابه الي اهله رجوعه الي الجنة التي الفها وعرفها مسرورا محبورة بالكرامة فاءزة بالسلامة من اهوال يوم القيامة وهذه الكتب يا اخ---ي بايدي الملاءكة الحفظة الكرام البررة الذين يكتبون اعمال بني ادم وهم اصحاب الوزن يوم القيامة واما اصحاب الاعراف منهم الذين يعرفون اهل الدنيا بسي--اهم و---يعرفهم اهل الدنيا وبخروجهم عن طاعتهم فيها وتكبرهم عليهم وقولهم ---وما انتم الا بشر من-نا وما انزل الاخم م--ن شء ان انتم الا تك-ذبون وانما قيل لهم اصحاب الاعراف لانهم اهل المعارف فطول -لمن عرفهم -جلالة المنزلة و عرفوه تحسن الطاعة ففاز بالسعادة وظفر بالسلامة وهم اصحاب الشفاعة ل-----------شيعتهم و------------اولياءهم واهل ودادهم في الدنيا والذين كفروا لا شفاعة لهم لانهم اتخذوا -انفسهم الهة وتسموا باسماء ما انزل الله---- من سلطان وقال- ولا تري-ن الهم و---لا تذر- ودا و ش--واعا ولا ي-وث ويعوق ونرة وقد اثوا كثيرا وقالوا واجءتنا لتلفتنا -ما وجدنا عليه اباءنا فعند ذلك في يوم القيامة يضرب بينهم بش-ور له باب باطنه فيه الرخم- وظاهره م-ن قبله العذاب واما امثال هذه الموازين في الدنيا فهي التي توزن بها الاشكال و---------لا تج-مع کاجي-اع الاجزاء في الموازين المركبة---- كالاصطرلاب وامثاله من الالات	الوجود ح-ي لا يكون ها بعد ذلك وجود يصل به اليه العذاب الاليم والهوان المقيم فاما منء اوتي كتابه بيمينه فسوف -حاسب حسابا يسيرا وينقليب الي اهله مسرورا يعني بانقلابه الي اهله رجوعه الي الجنة ال-ي الفها وعرفه-------ا محبورا بالكرامة فاءزا بالسلامة من اهوال يوم القيامة وهذه الكتب يا اخي هي بايدي الملاءكة الحفظة الكرام البررة الذين يكتبون اعمال ب-ي ادم وهم اصحاب الوزن يوم القيامة واما اصحاب الاعراف الذ-----ين يعرفون اهل الدنيا بسيماءهم ولا يعرفهم اهل الدنيا ل-خروجهم عن طاعتهم فيها وتكبرهم عليهم وقولهم لهم ما انم -الا بشر مثلنا وما انزل الرحمن مين شء ان انتم الا تكثذبون وانما قيل لهم اصحاب الاعراف لانهم اهل المعارف فطوبي لمن عرفهم بجلالة المنزلة و-عرفوه بحسن الطاعة ففاز بالسعادة وظفر بالسلامة وهم اصحاب الشفاعة لمن اساء من شيعتهم وظلم نفسه من اولياءهم واهل ودادهم في الدنيا والذين كفروا لا شفعاء لهم لانهم اتخذوا لانفسهم الهة وتسموا باسماء ما انزل الله بها من سلطان وقالوا لا تتذرن الهتكنم ولا تذرن ودا ولا سواعا ولا يغوث ويعوق ونس--------------را وقالوا اجي-تنا لتلفتنا عما وجدنا عليه اباءنا فعند ذلك--- يوم القيامة يضرب بينهم بيسور له باب باطنه فيه الرحمة وظاهره مين قبله العذاب واما امثال هذه الموازين في الدنيا الي بها يوزن----- الاشكال والمقادير لا تجتمع كاجتماع الاجزاء في الموازين المركبة فهي كالاسطرلاب وامثاله من الالات	1853.0	14	212	300	300	-4941899383189703350	-4931960820122707509	866	1232	85.87662506103516	147	GVDB20200108-ara1.mARkdown	Kraken210622021802-ara1.inProgress
1	1191	0	211	511	1675	94	300	false	true	3997935449618325707	3127110245272101888	GVDB20200108-ara1.mARkdown.ms15	Kraken210622021802-ara1.inProgress.ms212	1633	1675	428	التي يعرف بها الزمان بالنظر والعيان وما مضي من --------الليل والنهار والباقي منهما بالزيادة والنقصان والمسطر -في ----------الاعوجاج والاستواء والذراع الذي يعرف به-------- الطول والعرض و-ما ان -هذه الاشياء يعرف بها الانسان ما يلوح له بها وفيها من هذه الامور كذ----لك الموازين يلوح فيها لمن تاملها --افعال--- الخير والشر و كما ان الناس لا يتباهتون ولا يقع بينهم الخل-ف والمكابرة عند معاينة الميزان ويسلموا ل-ا يكون فيه ويظهر منه كذلك تكون تلك الموازين اذا اراد صاحب العمل القبيح وزن سيءاته وما قد عمله في ايام حياته وعرفه ولم -شك فيه وعلم علما يقينا ان	ال-ي يعرف بها الزمان بالنظر والعيان وكم مضي من التهار والليل ----------------------------------------والمسطرة في الاستواء والاعوجاج---------- والذراع الذي يعرف به الانسان الطول والعرض وكما ان بهذه الاشياء يعرف---- الانسان ما يلوح له بها وفيها من هذه الامور كذلك تلك الموازين تلوح فيها لمن تاملها الافعال من الخير والشر و-كما ان الناس لا يتنازعون ولا يقع بينهم الخلاف والمكابرة عند معاينة الميزان ويسلمون بما يكون ب-ه ويظهر فيه كذلك----- تلك الموازين اذا راي- صاحب العمل القبيح وزن سيءاته وما--- عمله في ايام حياته -عرفه ولم يشك فيه وعلم علما يقينا ان	728.0	15	212	300	300	-5511351416474338099	-4931960820122707509	345	551	77.67694854736328	61	GVDB20200108-ara1.mARkdown	Kraken210622021802-ara1.inProgress
511	1	94	0	868	390	167	79	false	true	3997935449618325707	3127110245272101888	GVDB20200108-ara1.mARkdown.ms15	Kraken210622021802-ara1.inProgress.ms213	1633	1701	334	ربه لم يظلمه وان عمله راجع اليه وواقع عليه كما قال سبحانه وتعالي----- ووجدوا ما عملوا ح-اضرة ولا يظلم ربك احدا وقال يوم تجد كل نفس ما عملت من خير مخضرة وما عم-لت من و---- تود لو ان بينها وبينه امدا بعيدا واننا ستزيد في ايضاح هذا المعني ونكشفه کشفا يكون فيه الوقوف علي كيفية هذا--------- الميزان اذا انتهي بنا القول------------------- الي رسالة البعث والقيامة بحسب ما يمكن ان شاء الله تعالي الفصل	ربه لم يظلمه وان عمله راجع اليه وواقع عليه كما قال سبحانه وتعالي ذكره ووجدوا ما عملوا حتاضرا ولا يظلم ربك احدا وقال يوم تجد كل نفس ما عملت من خير حضرا- وما عميلت مينء سوء تود لو ان بينها وبينه امدا بعيدا ونحن ن--زيد في بي-ان هذا المعني ونكشفه كشفا يكون ب-ه الوقوف علي كيفية هذا الوزن في الميزان اذا انتهي بنا القول في الرسالة الجامعة الي رسالة البعث والقيامة بحسب ما يمكن ان شاء الله تعالي --فصل	587.5	15	213	300	300	-5511351416474338099	-6367084985081967057	263	396	84.34343719482422	62	GVDB20200108-ara1.mARkdown	Kraken210622021802-ara1.inProgress
8	513	1	100	775	1285	131	229	false	true	3997935449618325707	3127110245272101888	GVDB20200108-ara1.mARkdown.ms40	Kraken210622021802-ara1.inProgress.ms213	1793	1701	714	المستفاد و---العقل الفعال والغرض منه- تعریف ذات الانسان وصورة الصور -وما حقيقة النفس بجوهرها والاشارة الي الباني منها بعد ذهاب الجسم وفناءه واضمحلاله ورجوعه الي بساءط امهاته وعودته الي كلياته وبقاء النفس بوجودها الصوري وجوهرها النوري في عالم البعث والمعاد اذا فارقت محل الاجساد وقامت قيامتها وتن-بهت من نومه-ا وافاقت من سكرتها و كيف يكون اجتماعها مع محبوبها وبلوغها الي مطلوبها و كيف يكون وجودها بالاشياء التي حفظتها من العلوم وعملتها من الرسوم علي تباينها وتغایر ها وكيف-- تصورها الموجودات المنتزعة من هیولاها المبراة من موادها بقوتها المفكرة ولطافتها المغيرة وبقوتها المميزة--------- عما تتخيله وتخبر عنه حتي يكون خارجا من حدة القوة الي حد الفعل وتسير قوة ثابتة باللطف ثم تظهر بالالة الصناعية السارية في اليدين فتبرز صورتها وتخرج ثمرتها وتصير في حيز الوجود بعد ان كانت في حالة العام	المستفاد وما العقل الفعال والغرض منها تعريف ذات الانسان وصورة الصورة وما حقيقة النفس بجوهرها والاشارة الي الياقي منها بعد ذهاب الجسم وفناءه واضمحلاله ورجوعه الي بساءط امهاته وعودته الي كلياته وبقاء النفس بوجودها الصوري وجوهرها النوري في عالم البعث والمعاد اذا فارقت محل الاجساد وقامت قيامتها وانتبهت من نومتها وافاقت من سكرتها و-كيف يكون اجتماعها مع محبوبها وبلوغها الي مطلوبها و-كيف يكون وجدانها الاشياء ال-ي حفظتها من العلوم وعلمتها من الرسوم علي تباينها وتغاير-ها وكيفية تصورها الموجودات المنتزعة من هيولاها الميراة من موادها بقويها المفكرة ولطافتها المعبرة و-قوبها المميزة وتعبيرها عما تتخيله وتخبر به ح--ي يكون خارجا من حد- القوة الي حد الفعل ويصير قوة ثانية باللفظ م ي-ظهر بالالة الصناعية السارية في اليدين فتبرز صورته- وتخرج ثمرته وي-صير في حيز الوجود بعد ان كان- في ح-يز العدم	1309.5	40	213	300	300	-6395275238792826100	-6367084985081967057	592	785	90.95541381835938	96	GVDB20200108-ara1.mARkdown	Kraken210622021802-ara1.inProgress
459	19	86	3	975	503	171	83	false	true	3997935449618325707	3127110245272101888	GVDB20200108-ara1.mARkdown.ms44	Kraken210622021802-ara1.inProgress.ms217	1722	1686	436	واما علم الانسان بالباري جل اسمه وتعالي جده وذكره فباحدي طريقتين احداهما علي العموم واخري علي الخصوص فالتي علي العموم هي المعرفة الغريزية التي --في طباع الخليقة اجمع------- وذلك ان الناس كلهم العالم منهم والجاهل والمءمن والكافر يقرون بوجود الصانع ويفزعون اليه بالرغبة والدعاء والتضرع في كل المواضع حتي الحيوانات--- فقد قيل انها في سنين الجدب ترفع رءوسها ------------الي السماء تطلب الغيث واما معرفة الخصوص فهي الوصف بالتجريد والتنزيه وهي التي في طريق البرهان ويختص بها فضلاء الناس وهم الانبياء والفضلاء- والحكماء والاخبار والاتقياء والابرار	واما علم الانسان بالباري جل اسمه وتعالي -----ذكره فباحد- طريق-ين احد-هما ------عموم الاخر خص------وص فالع---------موم هو المعرفة الغريزية الي هي في طباع الخليقة اجمع بهويته وذلك ان الناس كلهم العال-----م والجاهل والمءمن والكافر يقرون ب-----الصانع ويفزعون اليه بالرغبة والدعاء والتضرع -ي كل المواضع حتي الحيوان ايضا فقد قيل انها-------------- ترفع رءوسها في سي الجدب الي السماء تطلب الغيت واما معرفة الخصوص فهي الوصف بالتجريد والتنزيه وهي الي ب---طريق البرهان ويختص بها فضلاء الناس وهم الانبياء والاولياء والحكماء والاخيار والاتقياء والابرار	755.5	44	217	300	300	-3670091529264937659	-9198107661236371780	364	541	80.59149932861328	55	GVDB20200108-ara1.mARkdown	Kraken210622021802-ara1.inProgress
954	354	179	66	1650	1116	300	191	false	true	3997935449618325707	3127110245272101888	GVDB20200108-ara1.mARkdown.ms59	Kraken210622021802-ara1.inProgress.ms219	1650	1713	550	ان الموجودات----- نوعان روحاني وجسا-ني فالروحاني ما يتصور بالفكر والجسماني ما يدرك بالحواس والج-ماني ثلاثة ان----------------------------------------------------------------------------------------------واع الهيولي الاولي التي هي جوهر بسيط منفصل و-الثاني النفس التي هي جوهرة بسيطة فعالة علامة و الثالث العقل الذي هو منفعل من الباري جل وعز-فاعل الاشياء وعلة لها و الباري سبحانه لا يوصف بالجسماني ولا بالروحاني الفصل الرابع والاربعون------ اعلم ايها الاخ ايدك اللمو ایانا بروح منه ان لكل واحد من الموجودات اربعة علل علة فاعلة و----------------------علة هيو لانية وعلة صورية و علة ثمامية فاذا اعتبرت جميع الموجودات كلها فلا بد لها من---- الاربعة علي المذكورة مثال---- الكرسي فعلته الفاعلة النجار والهيولانية الخشب و الصورية التربيع و الشكل الذي هو عليه و التهامية الذي نحط عليه واما الجسم المطلق فعلته الهيولانية--- الجوهر البسيط المود-ع فيه	ان الموجودات كلها نوعان جسماني وروحاني فالروحاني ما يتصور بالفكر والجسماني ما يدرك بالحواس والجسماني ثلاثة انواع منها الاجرام الفلكية ومنها الاركان الطبيعية ومنها المولدات الكاينة منها والروحاني ثلاثة انواع الهيولي الاولي الذيهو ج-وهر بسيط منفعل و الثاني النفس التي هي جوهرة بسيطة فعالة علامة و-الثالث العقل الذي هو منفعل من الباري سبحانه فاعل الاشياء وعل--تها و-الباري ليس------ يوصف بالجسماني ولا بالروحاني --فصل في معرفة علل الموجودات اعلم يا اخي--- ايدك الله وايانا بروح منه ان لكل واحد من الموجودات اربع -علل علة فاعلة وعلة مصورة وعلة متممة وعلة هيو-لان------------------------ية فاذا اعتبرت جميع الموجودات كلها -لا بد لها من هذه الاربع العلل-------- مثال ذلك الكرسي -علته الفاعلة النجار والهيولانية الحشب و-الصورية التربيع والتما----------------------مية القعود عل--يه واما الجسم المطلق فعلته الهيولاتية هي الجوهر البسيط الموضوع فيه	904.0	59	219	300	300	2676593993014620570	-3515711639447019826	457	839	65.55422973632812	70	GVDB20200108-ara1.mARkdown	Kraken210622021802-ara1.inProgress
1	1116	0	191	437	1581	86	277	false	true	3997935449618325707	3127110245272101888	GVDB20200108-ara1.mARkdown.ms60	Kraken210622021802-ara1.inProgress.ms219	1551	1713	397	قوة للقبول الي بها قبل الطولي و العرض و العمق فصار بها جسمة و علته الفاعلة هو الباري عز وجل و علته الصورية العقل لان الطول و العرض و العمق اما هي لل-----------------------------نفس لان الهيولي من اجلها خلق- لكيما يفعلی به ومنه ما تعمل وتصنع ليتم الخيول- وتكمل النفس وهذا يا اخي هو الغرض الاقصي في رباط النفس بالهيولي واما الهيولي الاولي التي هي جوهر بسيط فلها ثلاث علل الفاعلة وهو الباري عز وجل والصورية وهو العقل------ والتهامية وهي النفس واما النفس فلها علتان -هما الباري	قوة القبول الي بها قبل الطول- و-العرض وال-عمق فصار بها جسما و-علته الفاعلة هي الباري جل وعز و-علته الصورية العقل لان الطول و-العرض وال-عمق اما هي صورة عقلية وعلته التمامية هي النفس لان الهيولي من اجلها خلقت لكيما تفعل فيه ومنه ما يفعل ويصنع ل-تم الهيولي وتكمل النفس وهذا يا اخي هو الغرض الاقصي في رباط النفس بالهيولي واما الهيولي الاولي ال-ي هي جوهر بسيط ولها ثلاث علل الفاعلة وهي الباري جل وعز والصورية وهي العقل الاول والتمامية وهي النفس واما النفس فلها علتان وهما الباري	708.5	60	219	300	300	-1220734884374389825	-3515711639447019826	318	474	83.7552719116211	52	GVDB20200108-ara1.mARkdown	Kraken210622021802-ara1.inProgress
